shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
S1-Abbeville,49.58709114163884,2.243961675918564,64,
S1-Abbeville,49.5933885599596,2.255226990297663,65,
S1-Abbeville,49.59937572275462,2.272228649966517,66,
S1-Abbeville,49.60325621405858,2.276622610604775,67,
S1-Abbeville,49.6065648425124,2.279203732886943,68,
S1-Abbeville,49.60844406125593,2.278719827175562,69,
S1-Abbeville,49.61153174007013,2.278062734816957,70,
S1-Abbeville,49.61614783173503,2.277843289279315,71,
S1-Abbeville,49.61857021852388,2.279138474432603,72,
S1-Abbeville,49.61963703573639,2.280921879678444,73,
S1-Abbeville,49.62104808594287,2.285024115814827,74,
S1-Abbeville,49.62237307745198,2.289605699008856,75,
S1-Abbeville,49.62281722861931,2.292175451406491,76,
S1-Abbeville,49.62303830318781,2.29479998765588,77,
S1-Abbeville,49.62534931802598,2.317153710258033,78,
S1-Abbeville,49.62442283751187,2.320831756410857,79,
S1-Abbeville,49.62423867029411,2.322459888962536,80,
S1-Abbeville,49.624124422089,2.324351150586765,81,
S1-Abbeville,49.62410583586797,2.326336698980747,82,
S1-Abbeville,49.62409520339727,2.332772801845087,83,
S1-Abbeville,49.62404905880366,2.340830520729851,84,
S1-Abbeville,49.62417439320789,2.344106656954077,85,
S1-Abbeville,49.62417615346881,2.348189153354974,86,
S1-Abbeville,49.62467837609848,2.360868761444677,87,
S1-Abbeville,49.62328490843269,2.374913013930604,88,
S1-Abbeville,49.62136821593285,2.380347635328808,89,
S1-Abbeville,49.62130285453699,2.383275483697558,90,
S1-Abbeville,49.62159223892296,2.385264648703309,91,
S1-Abbeville,49.62213019031451,2.386915821126998,92,
S1-Abbeville,49.62290397209825,2.387237047674939,93,
S1-Abbeville,49.6249407662858,2.385711581279597,94,
S1-Abbeville,49.63006714452762,2.381697604267943,95,
S1-Abbeville,49.63178264142772,2.380846563892471,96,
S1-Abbeville,49.63411402984788,2.380024427213456,97,
S1-Abbeville,49.63639686474679,2.379987914064012,98,
S1-Abbeville,49.63873908163924,2.379588175942888,99,
S1-Abbeville,49.64226619902459,2.379087159754412,100,
S1-Abbeville,49.64529100816083,2.378500079517947,101,
S1-Abbeville,49.64689974811072,2.37788330099731,102,
S1-Abbeville,49.648550942528,2.376287330297393,103,
S1-Abbeville,49.64967034287864,2.37460178839616,104,
S1-Abbeville,49.65087597368974,2.371827853641704,105,
S1-Abbeville,49.65255113799615,2.36824104919501,106,
S1-Abbeville,49.6543009807748,2.3649748098756,107,
S1-Abbeville,49.65545635310315,2.362963155917628,108,
S1-Abbeville,49.65666086833026,2.36169365443675,109,
S1-Abbeville,49.65869028310322,2.35974065967264,110,
S1-Abbeville,49.66447343246129,2.354523854109005,111,
S1-Abbeville,49.66582480272916,2.352530849252656,112,
S1-Abbeville,49.66664870880584,2.350622869645869,113,
S1-Abbeville,49.66762423751305,2.348393145842935,114,
S1-Abbeville,49.67093553612348,2.340767947092919,115,
S1-Abbeville,49.67214640442555,2.339127753939263,116,
S1-Abbeville,49.67336229013453,2.337750073148215,117,
S1-Abbeville,49.67518310930588,2.336665859138962,118,
S1-Abbeville,49.6770681599557,2.336163321984712,119,
S1-Abbeville,49.67801025380815,2.336252214419345,120,
S1-Abbeville,49.67966025500315,2.336720936583847,121,
S1-Abbeville,49.6899387375614,2.343158639942704,122,
S1-Abbeville,49.69548213499202,2.34742653974761,123,
S1-Abbeville,49.69751509648275,2.349517933447531,124,
S1-Abbeville,49.69946201416738,2.351711364478917,125,
S1-Abbeville,49.70288824119412,2.357025485927002,126,
S1-Abbeville,49.70480417403623,2.35862534439089,127,
S1-Abbeville,49.70645540869945,2.359263221914691,128,
S1-Abbeville,49.708579111894,2.359082650515638,129,
S1-Abbeville,49.71866599490389,2.355405205880849,130,
S1-Abbeville,49.72407657278623,2.35345736291209,131,
S1-Abbeville,49.72575799204152,2.353183234878558,132,
S1-Abbeville,49.73269571145308,2.353421919391292,133,
S1-Abbeville,49.73574219978025,2.353866103523308,134,
S1-Abbeville,49.73760009336274,2.354511851017664,135,
S1-Abbeville,49.73984592432592,2.355523533852031,136,
S1-Abbeville,49.74895900799412,2.360747614854957,137,
S1-Abbeville,49.76349020419291,2.36918757723066,138,
S1-Abbeville,49.76769732499672,2.371892096047179,139,
S1-Abbeville,49.76944682759948,2.373590636284899,140,
S1-Abbeville,49.77733446111962,2.381398827789845,141,
S1-Abbeville,49.78641651656763,2.386923046425797,142,
S1-Abbeville,49.80203792972616,2.393654276173689,143,
S1-Abbeville,49.81055152734298,2.396292307856909,144,
S1-Abbeville,49.81572387943858,2.39854807037045,145,
S1-Abbeville,49.81768505008142,2.399883562132388,146,
S1-Abbeville,49.82439230456361,2.403996305402154,147,
S1-Abbeville,49.82766618107964,2.405873986770923,148,
S1-Abbeville,49.82924432910892,2.40647397249095,149,
S1-Abbeville,49.83088400677076,2.40656684917995,150,
S1-Abbeville,49.83255191540681,2.406613285180574,151,
S1-Abbeville,49.83429957002569,2.406024740865591,152,
S1-Abbeville,49.84048813375632,2.402931293790374,153,
S1-Abbeville,49.8447324321778,2.400083755219096,154,
S1-Abbeville,49.84666691969423,2.398007112265499,155,
S1-Abbeville,49.84827346985849,2.395654032729957,156,
S1-Abbeville,49.85148855041862,2.390435810724838,157,
S1-Abbeville,49.85723487422516,2.382218686822608,158,
S1-Abbeville,49.85967867123853,2.376994174157796,159,
S1-Abbeville,49.861193783121,2.371733941815468,160,
S1-Abbeville,49.8621435621703,2.361776123653185,161,
S1-Abbeville,49.86263136437396,2.357039284447469,162,
S1-Abbeville,49.86381994550559,2.352534037618947,163,
S1-Abbeville,49.86520006007115,2.349787526758047,164,
S1-Abbeville,49.8672705280952,2.346693814591201,165,
S1-Abbeville,49.86821946738191,2.345004326846996,166,
S1-Abbeville,49.86969996925244,2.343270662135326,167,
S1-Abbeville,49.87140308171938,2.342750523468828,168,
S1-Abbeville,49.87345677439232,2.342772404677773,169,
S1-Abbeville,49.8748115982115,2.342772388056329,170,
S1-Abbeville,49.87650577610179,2.341858531643766,171,
S1-Abbeville,49.87862680531815,2.339910405084935,172,
S1-Abbeville,49.88044143822615,2.337808709744933,173,
S1-Abbeville,49.8816372972468,2.335978918579966,174,
S1-Abbeville,49.88355278946662,2.332943897847852,175,
S1-Abbeville,49.88625732654139,2.328465592604614,176,
S1-Abbeville,49.88793196817017,2.326190803898611,177,
S1-Abbeville,49.88837890718816,2.325323685079344,178,
S1-Abbeville,49.88877165181619,2.323115930382005,179,
S1-Abbeville,49.88959431103209,2.317648881808796,180,
S1-Abbeville,49.88974408112373,2.315032526708185,181,
S1-Abbeville,49.8899795934451,2.309850652094783,182,
S1-Abbeville,49.88967057353678,2.307364586983889,183,
S1-Abbeville,49.88858801526845,2.305560090745276,184,
S1-Abbeville,49.88829444708679,2.30351522336703,185,
S1-Abbeville,49.88821564131843,2.301767918982909,186,
S1-Abbeville,49.88828694829058,2.2971607715918,187,
S1-Abbeville,49.88859357330849,2.294586118109907,188,
S1-Abbeville,49.88947681014601,2.292150762464,189,
S1-Abbeville,49.89052886326851,2.28965454561028,190,
S1-Abbeville,49.89188506485228,2.286997919170406,191,
S1-Abbeville,49.89285464605982,2.284626270194459,192,
S1-Abbeville,49.89347113828639,2.28290345149182,193,
S1-Abbeville,49.89404930873214,2.28098127346795,194,
S1-Abbeville,49.895065477022,2.27702876823842,195,
S1-Abbeville,49.89574058649001,2.275062398785275,196,
S1-Abbeville,49.8962090119614,2.274124277523402,197,
S1-Abbeville,49.89652377892461,2.273393834545618,198,
S1-Abbeville,49.89704865193637,2.272654132648624,199,
S1-Abbeville,49.89820063248737,2.271412623037048,200,
S1-Abbeville,49.89996151745689,2.270275035598279,201,
S1-Abbeville,49.90312578638351,2.268453922121041,202,
S1-Abbeville,49.90435630220708,2.267550812058747,203,
S1-Abbeville,49.90516005457157,2.266682562427476,204,
S1-Abbeville,49.90594758894715,2.265489394241262,205,
S1-Abbeville,49.90650577166939,2.264403480836426,206,
S1-Abbeville,49.90717186995674,2.262572701869319,207,
S1-Abbeville,49.9081389367097,2.258481903228946,208,
S1-Abbeville,49.9106969316555,2.247010821878226,209,
S1-Abbeville,49.91342271917738,2.234952120526827,210,
S1-Abbeville,49.91464975623138,2.230550046157203,211,
S1-Abbeville,49.91562040930658,2.227311643077685,212,
S1-Abbeville,49.91662271778171,2.224285028345327,213,
S1-Abbeville,49.91755274340304,2.219987417886244,214,
S1-Abbeville,49.91820849708635,2.217992681879393,215,
S1-Abbeville,49.91878423489116,2.216789441186591,216,
S1-Abbeville,49.92033264550871,2.214662872327844,217,
S1-Abbeville,49.92163441941393,2.212275818141909,218,
S1-Abbeville,49.92247286279831,2.209942323956229,219,
S1-Abbeville,49.92382454156998,2.207941694064877,220,
S1-Abbeville,49.9265746364182,2.203479981957703,221,
S1-Abbeville,49.92812766313977,2.201401032613168,222,
S1-Abbeville,49.92875540821404,2.200246712436964,223,
S1-Abbeville,49.92936729193163,2.19841873149289,224,
S1-Abbeville,49.93141462223326,2.191699987287439,225,
S1-Abbeville,49.93268567054591,2.187848343147529,226,
S1-Abbeville,49.93367737075729,2.185947384577933,227,
S1-Abbeville,49.93544019028349,2.182873862892993,228,
S1-Abbeville,49.93610276352239,2.18151239804991,229,
S1-Abbeville,49.93668199332286,2.179536294262145,230,
S1-Abbeville,49.93702782070622,2.177770433794035,231,
S1-Abbeville,49.93717767688123,2.169708740154825,232,
S1-Abbeville,49.93764200684303,2.167113898069304,233,
S1-Abbeville,49.93792381015787,2.165269454003185,234,
S1-Abbeville,49.94099346962928,2.157284562335837,235,
S1-Abbeville,49.94665333831029,2.141990574970987,236,
S1-Abbeville,49.94772728643947,2.138423775817655,237,
S1-Abbeville,49.94843812981285,2.13418495154581,238,
S1-Abbeville,49.94890109303432,2.131545137058006,239,
S1-Abbeville,49.95091791825975,2.127348761723347,240,
S1-Abbeville,49.95205426508057,2.124831141491397,241,
S1-Abbeville,49.95326181651766,2.122763660432423,242,
S1-Abbeville,49.95474097195951,2.120521227931296,243,
S1-Abbeville,49.95671783447007,2.117446112328318,244,
S1-Abbeville,49.95847589534339,2.114816595980795,245,
S1-Abbeville,49.96153082956809,2.112121905521964,246,
S1-Abbeville,49.96229838117865,2.111157306001046,247,
S1-Abbeville,49.96331172966121,2.109682869874674,248,
S1-Abbeville,49.96444068950768,2.107596503342295,249,
S1-Abbeville,49.96757688269664,2.101375944080182,250,
S1-Abbeville,49.96845886640198,2.097213395997162,251,
S1-Abbeville,49.96969250094415,2.092314603430603,252,
S1-Abbeville,49.97433199979928,2.078122758741896,253,
S1-Abbeville,49.97593252977452,2.07321616638938,254,
S1-Abbeville,49.97682633917382,2.07143578008034,255,
S1-Abbeville,49.97764347793574,2.070361282130784,256,
S1-Abbeville,49.97866500456065,2.069291723747424,257,
S1-Abbeville,49.97974177345925,2.068444334442179,258,
S1-Abbeville,49.9819282966461,2.066859129403045,259,
S1-Abbeville,49.98259299721025,2.065903200380366,260,
S1-Abbeville,49.98451332185347,2.063027385296097,261,
S1-Abbeville,49.98677643364647,2.059332480404847,262,
S1-Abbeville,49.98995948705615,2.054671433109998,263,
S1-Abbeville,49.99073683792158,2.053549047672887,264,
S1-Abbeville,49.99184625603885,2.05222737460212,265,
S1-Abbeville,49.99299105957106,2.051137727099852,266,
S1-Abbeville,49.99496004244319,2.049888436429519,267,
S1-Abbeville,49.9967748130037,2.048942226651869,268,
S1-Abbeville,49.99934380530335,2.047968198339822,269,
S1-Abbeville,50.00301238974151,2.046381743186476,270,
S1-Abbeville,50.00399259543004,2.045718472484535,271,
S1-Abbeville,50.00548481395553,2.044147921611741,272,
S1-Abbeville,50.00683040300644,2.042692429676445,273,
S1-Abbeville,50.00812420092096,2.040159789621989,274,
S1-Abbeville,50.00884519950208,2.037829275674665,275,
S1-Abbeville,50.00919665374544,2.034979987404941,276,
S1-Abbeville,50.00871905631345,2.018983773739722,277,
S1-Abbeville,50.00891756108163,2.011380461567236,278,
S1-Abbeville,50.00930560395874,2.008447397533706,279,
S1-Abbeville,50.00969320653702,2.006868208975245,280,
S1-Abbeville,50.01011900675395,2.005569820849091,281,
S1-Abbeville,50.01149101720704,2.002854874534408,282,
S1-Abbeville,50.0135821796616,1.999109139231399,283,
S1-Abbeville,50.01545452110022,1.995905984998283,284,
S1-Abbeville,50.01641937369811,1.993686448563339,285,
S1-Abbeville,50.01819588543917,1.989914374850017,286,
S1-Abbeville,50.01980733612741,1.98668242227489,287,
S1-Abbeville,50.02057332314467,1.983553521965105,288,
S1-Abbeville,50.02162867102872,1.977763109748194,289,
S1-Abbeville,50.022411580385,1.973137857240679,290,
S1-Abbeville,50.02428116340168,1.964119421815433,291,
S1-Abbeville,50.02507990111254,1.959379453439414,292,
S1-Abbeville,50.02539137132165,1.955427497939286,293,
S1-Abbeville,50.02571816806097,1.95271377294137,294,
S1-Abbeville,50.02666849683303,1.949148120128801,295,
S1-Abbeville,50.02752710767451,1.945796203346686,296,
S1-Abbeville,50.02866465301739,1.943078478080333,297,
S1-Abbeville,50.02950599538098,1.94142999435255,298,
S1-Abbeville,50.0303485960078,1.938636579534052,299,
S1-Abbeville,50.03062908438097,1.936210339454307,300,
S1-Abbeville,50.03188441661193,1.924126706326945,301,
S1-Abbeville,50.03250906457278,1.920082434536206,302,
S1-Abbeville,50.0331305126532,1.918429637960144,303,
S1-Abbeville,50.03401915276736,1.915804727519657,304,
S1-Abbeville,50.0355951697298,1.912133319439164,305,
S1-Abbeville,50.03987357789667,1.90586036022939,306,
S1-Abbeville,50.04276509560778,1.902645818465336,307,
S1-Abbeville,50.04491918218748,1.900460723111219,308,
S1-Abbeville,50.04736060101095,1.898660715471578,309,
S1-Abbeville,50.05002911274799,1.896764857743152,310,
S1-Abbeville,50.0519022853961,1.894771060251246,311,
S1-Abbeville,50.05426004882336,1.890371742531989,312,
S1-Abbeville,50.05797713938932,1.881858043239393,313,
S1-Abbeville,50.06148855759248,1.870916531611067,314,
S1-Abbeville,50.06500390939581,1.860057308869645,315,
S1-Abbeville,50.06956834492249,1.851166551215955,316,
S1-Abbeville,50.07289020059735,1.844875393964347,317,
S1-Abbeville,50.07378130492872,1.842464696398458,318,
S1-Abbeville,50.07478111178075,1.839373173401178,319,
S1-Abbeville,50.07679279262427,1.835389055990235,320,
S1-Abbeville,50.07766443298362,1.834278463093229,321,
S1-Abbeville,50.08419351861264,1.829823364306506,322,
S1-Abbeville,50.08882991737444,1.826716325841655,323,
S1-Abbeville,50.09117338499877,1.825594891227085,324,
S1-Abbeville,50.09361876736511,1.82604419112681,325,
S1-Abbeville,50.09734131456725,1.826811745890677,326,
S1-Abbeville,50.09877110269264,1.826606297628355,327,
S1-Abbeville,50.1005498632983,1.825304689516882,328,
S1-Abbeville,50.10115808440221,1.824832475932647,329,
S1-Abbeville,50.10253822859276,1.823546913341187,330,
S1-Beauvais,50.10253822859276,1.823546913341187,0,
S1-Beauvais,50.10115808440221,1.824832475932647,1,
S1-Beauvais,50.1005498632983,1.825304689516882,2,
S1-Beauvais,50.09877110269264,1.826606297628355,3,
S1-Beauvais,50.09734131456725,1.826811745890677,4,
S1-Beauvais,50.09361876736511,1.82604419112681,5,
S1-Beauvais,50.09117338499877,1.825594891227085,6,
S1-Beauvais,50.08882991737444,1.826716325841655,7,
S1-Beauvais,50.08419351861264,1.829823364306506,8,
S1-Beauvais,50.07766443298362,1.834278463093229,9,
S1-Beauvais,50.07679279262427,1.835389055990235,10,
S1-Beauvais,50.07478111178075,1.839373173401178,11,
S1-Beauvais,50.07378130492872,1.842464696398458,12,
S1-Beauvais,50.07289020059735,1.844875393964347,13,
S1-Beauvais,50.06956834492249,1.851166551215955,14,
S1-Beauvais,50.06500390939581,1.860057308869645,15,
S1-Beauvais,50.06148855759248,1.870916531611067,16,
S1-Beauvais,50.05797713938932,1.881858043239393,17,
S1-Beauvais,50.05426004882336,1.890371742531989,18,
S1-Beauvais,50.0519022853961,1.894771060251246,19,
S1-Beauvais,50.05002911274799,1.896764857743152,20,
S1-Beauvais,50.04736060101095,1.898660715471578,21,
S1-Beauvais,50.04491918218748,1.900460723111219,22,
S1-Beauvais,50.04276509560778,1.902645818465336,23,
S1-Beauvais,50.03987357789667,1.90586036022939,24,
S1-Beauvais,50.0355951697298,1.912133319439164,25,
S1-Beauvais,50.03401915276736,1.915804727519657,26,
S1-Beauvais,50.0331305126532,1.918429637960144,27,
S1-Beauvais,50.03250906457278,1.920082434536206,28,
S1-Beauvais,50.03188441661193,1.924126706326945,29,
S1-Beauvais,50.03062908438097,1.936210339454307,30,
S1-Beauvais,50.0303485960078,1.938636579534052,31,
S1-Beauvais,50.02950599538098,1.94142999435255,32,
S1-Beauvais,50.02866465301739,1.943078478080333,33,
S1-Beauvais,50.02752710767451,1.945796203346686,34,
S1-Beauvais,50.02666849683303,1.949148120128801,35,
S1-Beauvais,50.02571816806097,1.95271377294137,36,
S1-Beauvais,50.02539137132165,1.955427497939286,37,
S1-Beauvais,50.02507990111254,1.959379453439414,38,
S1-Beauvais,50.02428116340168,1.964119421815433,39,
S1-Beauvais,50.022411580385,1.973137857240679,40,
S1-Beauvais,50.02162867102872,1.977763109748194,41,
S1-Beauvais,50.02057332314467,1.983553521965105,42,
S1-Beauvais,50.01980733612741,1.98668242227489,43,
S1-Beauvais,50.01819588543917,1.989914374850017,44,
S1-Beauvais,50.01641937369811,1.993686448563339,45,
S1-Beauvais,50.01545452110022,1.995905984998283,46,
S1-Beauvais,50.0135821796616,1.999109139231399,47,
S1-Beauvais,50.01149101720704,2.002854874534408,48,
S1-Beauvais,50.01011900675395,2.005569820849091,49,
S1-Beauvais,50.00969320653702,2.006868208975245,50,
S1-Beauvais,50.00930560395874,2.008447397533706,51,
S1-Beauvais,50.00891756108163,2.011380461567236,52,
S1-Beauvais,50.00871905631345,2.018983773739722,53,
S1-Beauvais,50.00919665374544,2.034979987404941,54,
S1-Beauvais,50.00884519950208,2.037829275674665,55,
S1-Beauvais,50.00812420092096,2.040159789621989,56,
S1-Beauvais,50.00683040300644,2.042692429676445,57,
S1-Beauvais,50.00548481395553,2.044147921611741,58,
S1-Beauvais,50.00399259543004,2.045718472484535,59,
S1-Beauvais,50.00301238974151,2.046381743186476,60,
S1-Beauvais,49.99934380530335,2.047968198339822,61,
S1-Beauvais,49.9967748130037,2.048942226651869,62,
S1-Beauvais,49.99496004244319,2.049888436429519,63,
S1-Beauvais,49.99299105957106,2.051137727099852,64,
S1-Beauvais,49.99184625603885,2.05222737460212,65,
S1-Beauvais,49.99073683792158,2.053549047672887,66,
S1-Beauvais,49.98995948705615,2.054671433109998,67,
S1-Beauvais,49.98677643364647,2.059332480404847,68,
S1-Beauvais,49.98451332185347,2.063027385296097,69,
S1-Beauvais,49.98259299721025,2.065903200380366,70,
S1-Beauvais,49.9819282966461,2.066859129403045,71,
S1-Beauvais,49.97974177345925,2.068444334442179,72,
S1-Beauvais,49.97866500456065,2.069291723747424,73,
S1-Beauvais,49.97764347793574,2.070361282130784,74,
S1-Beauvais,49.97682633917382,2.07143578008034,75,
S1-Beauvais,49.97593252977452,2.07321616638938,76,
S1-Beauvais,49.97433199979928,2.078122758741896,77,
S1-Beauvais,49.96969250094415,2.092314603430603,78,
S1-Beauvais,49.96845886640198,2.097213395997162,79,
S1-Beauvais,49.96757688269664,2.101375944080182,80,
S1-Beauvais,49.96444068950768,2.107596503342295,81,
S1-Beauvais,49.96331172966121,2.109682869874674,82,
S1-Beauvais,49.96229838117865,2.111157306001046,83,
S1-Beauvais,49.96153082956809,2.112121905521964,84,
S1-Beauvais,49.95847589534339,2.114816595980795,85,
S1-Beauvais,49.95671783447007,2.117446112328318,86,
S1-Beauvais,49.95474097195951,2.120521227931296,87,
S1-Beauvais,49.95326181651766,2.122763660432423,88,
S1-Beauvais,49.95205426508057,2.124831141491397,89,
S1-Beauvais,49.95091791825975,2.127348761723347,90,
S1-Beauvais,49.94890109303432,2.131545137058006,91,
S1-Beauvais,49.94843812981285,2.13418495154581,92,
S1-Beauvais,49.94772728643947,2.138423775817655,93,
S1-Beauvais,49.94665333831029,2.141990574970987,94,
S1-Beauvais,49.94099346962928,2.157284562335837,95,
S1-Beauvais,49.93792381015787,2.165269454003185,96,
S1-Beauvais,49.93764200684303,2.167113898069304,97,
S1-Beauvais,49.93717767688123,2.169708740154825,98,
S1-Beauvais,49.93702782070622,2.177770433794035,99,
S1-Beauvais,49.93668199332286,2.179536294262145,100,
S1-Beauvais,49.93610276352239,2.18151239804991,101,
S1-Beauvais,49.93544019028349,2.182873862892993,102,
S1-Beauvais,49.93367737075729,2.185947384577933,103,
S1-Beauvais,49.93268567054591,2.187848343147529,104,
S1-Beauvais,49.93141462223326,2.191699987287439,105,
S1-Beauvais,49.92936729193163,2.19841873149289,106,
S1-Beauvais,49.92875540821404,2.200246712436964,107,
S1-Beauvais,49.92812766313977,2.201401032613168,108,
S1-Beauvais,49.9265746364182,2.203479981957703,109,
S1-Beauvais,49.92382454156998,2.207941694064877,110,
S1-Beauvais,49.92247286279831,2.209942323956229,111,
S1-Beauvais,49.92163441941393,2.212275818141909,112,
S1-Beauvais,49.92033264550871,2.214662872327844,113,
S1-Beauvais,49.91878423489116,2.216789441186591,114,
S1-Beauvais,49.91820849708635,2.217992681879393,115,
S1-Beauvais,49.91755274340304,2.219987417886244,116,
S1-Beauvais,49.91662271778171,2.224285028345327,117,
S1-Beauvais,49.91562040930658,2.227311643077685,118,
S1-Beauvais,49.91464975623138,2.230550046157203,119,
S1-Beauvais,49.91342271917738,2.234952120526827,120,
S1-Beauvais,49.9106969316555,2.247010821878226,121,
S1-Beauvais,49.9081389367097,2.258481903228946,122,
S1-Beauvais,49.90717186995674,2.262572701869319,123,
S1-Beauvais,49.90650577166939,2.264403480836426,124,
S1-Beauvais,49.90594758894715,2.265489394241262,125,
S1-Beauvais,49.90516005457157,2.266682562427476,126,
S1-Beauvais,49.90435630220708,2.267550812058747,127,
S1-Beauvais,49.90312578638351,2.268453922121041,128,
S1-Beauvais,49.89996151745689,2.270275035598279,129,
S1-Beauvais,49.89820063248737,2.271412623037048,130,
S1-Beauvais,49.89704865193637,2.272654132648624,131,
S1-Beauvais,49.89652377892461,2.273393834545618,132,
S1-Beauvais,49.8962090119614,2.274124277523402,133,
S1-Beauvais,49.89574058649001,2.275062398785275,134,
S1-Beauvais,49.895065477022,2.27702876823842,135,
S1-Beauvais,49.89404930873214,2.28098127346795,136,
S1-Beauvais,49.89347113828639,2.28290345149182,137,
S1-Beauvais,49.89285464605982,2.284626270194459,138,
S1-Beauvais,49.89188506485228,2.286997919170406,139,
S1-Beauvais,49.89052886326851,2.28965454561028,140,
S1-Beauvais,49.88947681014601,2.292150762464,141,
S1-Beauvais,49.88859357330849,2.294586118109907,142,
S1-Beauvais,49.88828694829058,2.2971607715918,143,
S1-Beauvais,49.88821564131843,2.301767918982909,144,
S1-Beauvais,49.88829444708679,2.30351522336703,145,
S1-Beauvais,49.88858801526845,2.305560090745276,146,
S1-Beauvais,49.88967057353678,2.307364586983889,147,
S1-Beauvais,49.8899795934451,2.309850652094783,148,
S1-Beauvais,49.88974408112373,2.315032526708185,149,
S1-Beauvais,49.88959431103209,2.317648881808796,150,
S1-Beauvais,49.88877165181619,2.323115930382005,151,
S1-Beauvais,49.88837890718816,2.325323685079344,152,
S1-Beauvais,49.88793196817017,2.326190803898611,153,
S1-Beauvais,49.88625732654139,2.328465592604614,154,
S1-Beauvais,49.88355278946662,2.332943897847852,155,
S1-Beauvais,49.8816372972468,2.335978918579966,156,
S1-Beauvais,49.88044143822615,2.337808709744933,157,
S1-Beauvais,49.87862680531815,2.339910405084935,158,
S1-Beauvais,49.87650577610179,2.341858531643766,159,
S1-Beauvais,49.8748115982115,2.342772388056329,160,
S1-Beauvais,49.87345677439232,2.342772404677773,161,
S1-Beauvais,49.87140308171938,2.342750523468828,162,
S1-Beauvais,49.86969996925244,2.343270662135326,163,
S1-Beauvais,49.86821946738191,2.345004326846996,164,
S1-Beauvais,49.8672705280952,2.346693814591201,165,
