trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,continuous_pickup,continuous_drop_off,shape_dist_traveled,timepoint
S1DA_T09,09:00:00,09:00:00,1,1,,0,0,,,,1
S1DA_T09,09:04:00,09:04:00,2,2,,0,0,,,,1
S1DA_T09,09:07:00,09:07:00,3,3,,0,0,,,,1
S1DA_T09,09:10:00,09:10:00,4,4,,0,0,,,,1
S1DA_T09,09:14:00,09:14:00,5,5,,0,0,,,,1
S1DA_T09,09:18:00,09:18:00,6,6,,0,0,,,,1
S1DA_T09,09:22:00,09:22:00,7,7,,0,0,,,,1
S1DA_T09,09:30:00,09:30:00,9,8,,0,0,,,,1
S1DA_T09,09:33:00,09:33:00,10,9,,0,0,,,,1
S1DA_T09,09:35:00,09:35:00,11,10,,0,0,,,,1
S1DA_T09,09:38:00,09:38:00,12,11,,0,0,,,,1
S1DA_T09,09:40:00,09:40:00,13,12,,0,0,,,,1
S1DA_T09,09:45:00,09:45:00,14,13,,0,0,,,,1
S1DA_T09,09:48:00,09:48:00,15,14,,0,0,,,,1
S1DA_T09,09:50:00,09:50:00,16,15,,0,0,,,,1
S1DA_T09,09:52:00,09:52:00,31,16,,0,0,,,,1
S1DA_T09,09:55:00,09:55:00,17,17,,0,0,,,,1
S1DA_T09,09:56:00,09:56:00,18,18,,0,0,,,,1
S1DA_T09,09:58:00,09:58:00,19,19,,0,0,,,,1
S1DA_T09,10:00:00,10:00:00,20,20,,0,0,,,,1
S1DA_T09,10:01:00,10:01:00,21,21,,0,0,,,,1
S1DA_T09,10:03:00,10:03:00,22,22,,0,0,,,,1
S1DA_T09,10:05:00,10:05:00,23,23,,0,0,,,,1
S1DA_T09,10:08:00,10:08:00,24,24,,0,0,,,,1
S1DA_T09,10:10:00,10:10:00,25,25,,0,0,,,,1
S1DA_T09,10:12:00,10:12:00,26,26,,0,0,,,,1
S1DA_T09,10:16:00,10:16:00,27,27,,0,0,,,,1
S1DA_T09,10:20:00,10:20:00,28,28,,0,0,,,,1
S1DA_T09,10:25:00,10:25:00,29,29,,0,0,,,,1
S1DA_T09,10:30:00,10:30:00,30,30,,0,0,,,,1
S1DA_T10,09:30:00,09:30:00,1,1,,0,0,,,,1
S1DA_T10,09:34:00,09:34:00,2,2,,0,0,,,,1
S1DA_T10,09:37:00,09:37:00,3,3,,0,0,,,,1
S1DA_T10,09:40:00,09:40:00,4,4,,0,0,,,,1
S1DA_T10,09:44:00,09:44:00,5,5,,0,0,,,,1
S1DA_T10,09:48:00,09:48:00,6,6,,0,0,,,,1
S1DA_T10,09:52:00,09:52:00,7,7,,0,0,,,,1
S1DA_T10,10:00:00,10:00:00,9,8,,0,0,,,,1
S1DA_T10,10:03:00,10:03:00,10,9,,0,0,,,,1
S1DA_T10,10:05:00,10:05:00,11,10,,0,0,,,,1
S1DA_T10,10:08:00,10:08:00,12,11,,0,0,,,,1
S1DA_T10,10:10:00,10:10:00,13,12,,0,0,,,,1
S1DA_T10,10:15:00,10:15:00,14,13,,0,0,,,,1
S1DA_T10,10:18:00,10:18:00,15,14,,0,0,,,,1
S1DA_T10,10:20:00,10:20:00,16,15,,0,0,,,,1
S1DA_T10,10:22:00,10:22:00,31,16,,0,0,,,,1
S1DA_T10,10:25:00,10:25:00,17,17,,0,0,,,,1
S1DA_T10,10:26:00,10:26:00,18,18,,0,0,,,,1
S1DA_T10,10:28:00,10:28:00,19,19,,0,0,,,,1
S1DA_T10,10:30:00,10:30:00,20,20,,0,0,,,,1
S1DA_T10,10:31:00,10:31:00,21,21,,0,0,,,,1
S1DA_T10,10:33:00,10:33:00,22,22,,0,0,,,,1
S1DA_T10,10:35:00,10:35:00,23,23,,0,0,,,,1
S1DA_T10,10:38:00,10:38:00,24,24,,0,0,,,,1
S1DA_T10,10:40:00,10:40:00,25,25,,0,0,,,,1
S1DA_T10,10:42:00,10:42:00,26,26,,0,0,,,,1
S1DA_T10,10:46:00,10:46:00,27,27,,0,0,,,,1
S1DA_T10,10:50:00,10:50:00,28,28,,0,0,,,,1
S1DA_T10,10:55:00,10:55:00,29,29,,0,0,,,,1
S1DA_T10,11:00:00,11:00:00,30,30,,0,0,,,,1
S1DA_T11,10:00:00,10:00:00,1,1,,0,0,,,,1
S1DA_T11,10:04:00,10:04:00,2,2,,0,0,,,,1
S1DA_T11,10:07:00,10:07:00,3,3,,0,0,,,,1
S1DA_T11,10:10:00,10:10:00,4,4,,0,0,,,,1
S1DA_T11,10:14:00,10:14:00,5,5,,0,0,,,,1
S1DA_T11,10:18:00,10:18:00,6,6,,0,0,,,,1
S1DA_T11,10:22:00,10:22:00,7,7,,0,0,,,,1
S1DA_T11,10:30:00,10:30:00,9,8,,0,0,,,,1
S1DA_T11,10:33:00,10:33:00,10,9,,0,0,,,,1
S1DA_T11,10:35:00,10:35:00,11,10,,0,0,,,,1
S1DA_T11,10:38:00,10:38:00,12,11,,0,0,,,,1
S1DA_T11,10:40:00,10:40:00,13,12,,0,0,,,,1
S1DA_T11,10:45:00,10:45:00,14,13,,0,0,,,,1
S1DA_T11,10:48:00,10:48:00,15,14,,0,0,,,,1
S1DA_T11,10:50:00,10:50:00,16,15,,0,0,,,,1
S1DA_T11,10:52:00,10:52:00,31,16,,0,0,,,,1
S1DA_T11,10:55:00,10:55:00,17,17,,0,0,,,,1
S1DA_T11,10:56:00,10:56:00,18,18,,0,0,,,,1
S1DA_T11,10:58:00,10:58:00,19,19,,0,0,,,,1
S1DA_T11,11:00:00,11:00:00,20,20,,0,0,,,,1
S1DA_T11,11:01:00,11:01:00,21,21,,0,0,,,,1
S1DA_T11,11:03:00,11:03:00,22,22,,0,0,,,,1
S1DA_T11,11:05:00,11:05:00,23,23,,0,0,,,,1
S1DA_T11,11:08:00,11:08:00,24,24,,0,0,,,,1
S1DA_T11,11:10:00,11:10:00,25,25,,0,0,,,,1
S1DA_T11,11:12:00,11:12:00,26,26,,0,0,,,,1
S1DA_T11,11:16:00,11:16:00,27,27,,0,0,,,,1
S1DA_T11,11:20:00,11:20:00,28,28,,0,0,,,,1
S1DA_T11,11:25:00,11:25:00,29,29,,0,0,,,,1
S1DA_T11,11:30:00,11:30:00,30,30,,0,0,,,,1
S1DA_T12,10:30:00,10:30:00,1,1,,0,0,,,,1
S1DA_T12,10:34:00,10:34:00,2,2,,0,0,,,,1
S1DA_T12,10:37:00,10:37:00,3,3,,0,0,,,,1
S1DA_T12,10:40:00,10:40:00,4,4,,0,0,,,,1
S1DA_T12,10:44:00,10:44:00,5,5,,0,0,,,,1
S1DA_T12,10:48:00,10:48:00,6,6,,0,0,,,,1
S1DA_T12,10:52:00,10:52:00,7,7,,0,0,,,,1
S1DA_T12,11:00:00,11:00:00,9,8,,0,0,,,,1
S1DA_T12,11:03:00,11:03:00,10,9,,0,0,,,,1
S1DA_T12,11:05:00,11:05:00,11,10,,0,0,,,,1
S1DA_T12,11:08:00,11:08:00,12,11,,0,0,,,,1
S1DA_T12,11:10:00,11:10:00,13,12,,0,0,,,,1
S1DA_T12,11:15:00,11:15:00,14,13,,0,0,,,,1
S1DA_T12,11:18:00,11:18:00,15,14,,0,0,,,,1
S1DA_T12,11:20:00,11:20:00,16,15,,0,0,,,,1
S1DA_T12,11:22:00,11:22:00,31,16,,0,0,,,,1
S1DA_T12,11:25:00,11:25:00,17,17,,0,0,,,,1
S1DA_T12,11:26:00,11:26:00,18,18,,0,0,,,,1
S1DA_T12,11:28:00,11:28:00,19,19,,0,0,,,,1
S1DA_T12,11:30:00,11:30:00,20,20,,0,0,,,,1
S1DA_T12,11:31:00,11:31:00,21,21,,0,0,,,,1
S1DA_T12,11:33:00,11:33:00,22,22,,0,0,,,,1
S1DA_T12,11:35:00,11:35:00,23,23,,0,0,,,,1
S1DA_T12,11:38:00,11:38:00,24,24,,0,0,,,,1
S1DA_T12,11:40:00,11:40:00,25,25,,0,0,,,,1
S1DA_T12,11:42:00,11:42:00,26,26,,0,0,,,,1
S1DA_T12,11:46:00,11:46:00,27,27,,0,0,,,,1
S1DA_T12,11:50:00,11:50:00,28,28,,0,0,,,,1
S1DA_T12,11:55:00,11:55:00,29,29,,0,0,,,,1
S1DA_T12,12:00:00,12:00:00,30,30,,0,0,,,,1
S1DA_T13,11:00:00,11:00:00,1,1,,0,0,,,,1
S1DA_T13,11:04:00,11:04:00,2,2,,0,0,,,,1
S1DA_T13,11:07:00,11:07:00,3,3,,0,0,,,,1
S1DA_T13,11:10:00,11:10:00,4,4,,0,0,,,,1
S1DA_T13,11:14:00,11:14:00,5,5,,0,0,,,,1
S1DA_T13,11:18:00,11:18:00,6,6,,0,0,,,,1
S1DA_T13,11:22:00,11:22:00,7,7,,0,0,,,,1
S1DA_T13,11:30:00,11:30:00,9,8,,0,0,,,,1
S1DA_T13,11:33:00,11:33:00,10,9,,0,0,,,,1
S1DA_T13,11:35:00,11:35:00,11,10,,0,0,,,,1
S1DA_T13,11:38:00,11:38:00,12,11,,0,0,,,,1
S1DA_T13,11:40:00,11:40:00,13,12,,0,0,,,,1
S1DA_T13,11:45:00,11:45:00,14,13,,0,0,,,,1
S1DA_T13,11:48:00,11:48:00,15,14,,0,0,,,,1
S1DA_T13,11:50:00,11:50:00,16,15,,0,0,,,,1
S1DA_T13,11:52:00,11:52:00,31,16,,0,0,,,,1
S1DA_T13,11:55:00,11:55:00,17,17,,0,0,,,,1
S1DA_T13,11:56:00,11:56:00,18,18,,0,0,,,,1
S1DA_T13,11:58:00,11:58:00,19,19,,0,0,,,,1
S1DA_T13,12:00:00,12:00:00,20,20,,0,0,,,,1
S1DA_T13,12:01:00,12:01:00,21,21,,0,0,,,,1
S1DA_T13,12:03:00,12:03:00,22,22,,0,0,,,,1
S1DA_T13,12:05:00,12:05:00,23,23,,0,0,,,,1
S1DA_T13,12:08:00,12:08:00,24,24,,0,0,,,,1
S1DA_T13,12:10:00,12:10:00,25,25,,0,0,,,,1
S1DA_T13,12:12:00,12:12:00,26,26,,0,0,,,,1
S1DA_T13,12:16:00,12:16:00,27,27,,0,0,,,,1
S1DA_T13,12:20:00,12:20:00,28,28,,0,0,,,,1
S1DA_T13,12:25:00,12:25:00,29,29,,0,0,,,,1
S1DA_T13,12:30:00,12:30:00,30,30,,0,0,,,,1
S1DA_T14,11:30:00,11:30:00,1,1,,0,0,,,,1
S1DA_T14,11:34:00,11:34:00,2,2,,0,0,,,,1
S1DA_T14,11:37:00,11:37:00,3,3,,0,0,,,,1
S1DA_T14,11:40:00,11:40:00,4,4,,0,0,,,,1
S1DA_T14,11:44:00,11:44:00,5,5,,0,0,,,,1
S1DA_T14,11:48:00,11:48:00,6,6,,0,0,,,,1
S1DA_T14,11:52:00,11:52:00,7,7,,0,0,,,,1
S1DA_T14,12:00:00,12:00:00,9,8,,0,0,,,,1
S1DA_T14,12:03:00,12:03:00,10,9,,0,0,,,,1
S1DA_T14,12:05:00,12:05:00,11,10,,0,0,,,,1
S1DA_T14,12:08:00,12:08:00,12,11,,0,0,,,,1
S1DA_T14,12:10:00,12:10:00,13,12,,0,0,,,,1
S1DA_T14,12:15:00,12:15:00,14,13,,0,0,,,,1
S1DA_T14,12:18:00,12:18:00,15,14,,0,0,,,,1
S1DA_T14,12:20:00,12:20:00,16,15,,0,0,,,,1
S1DA_T14,12:22:00,12:22:00,31,16,,0,0,,,,1
S1DA_T14,12:25:00,12:25:00,17,17,,0,0,,,,1
