route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
10,all,S10DA_T23,ABBEVILLE/A. Sud,0,,,1,1
10,all,S10DA_T24,ABBEVILLE/A. Sud,0,,,1,1
10,all,S10DA_T25,ABBEVILLE/A. Sud,0,,,1,1
10,all,S10DA_T26,ABBEVILLE/A. Sud,0,,,1,1
10,all,S10DA_T27,ABBEVILLE/A. Sud,0,,,1,1
10,all,S10DA_T28,ABBEVILLE/A. Sud,0,,,1,1
10,all,S10DA_T29,ABBEVILLE/A. Sud,0,,,1,1
10,all,S10DA_T30,ABBEVILLE/A. Sud,0,,,1,1
10,all,S10DA_T31,ABBEVILLE/A. Sud,0,,,1,1
10,all,S10DA_T32,ABBEVILLE/A. Sud,0,,,1,1
10,all,S10DA_T33,ABBEVILLE/A. Sud,0,,,1,1
10,all,S10DA_T34,ABBEVILLE/A. Sud,0,,,1,1
10,all,S10DA_T35,ABBEVILLE/A. Sud,0,,,1,1
10,all,S10DB_T01,BEAUVAIS/A. Sud,1,,,1,1
10,all,S10DB_T02,BEAUVAIS/A. Sud,1,,,1,1
10,all,S10DB_T03,BEAUVAIS/A. Sud,1,,,1,1
10,all,S10DB_T04,BEAUVAIS/A. Sud,1,,,1,1
10,all,S10DB_T05,BEAUVAIS/A. Sud,1,,,1,1
10,all,S10DB_T06,BEAUVAIS/A. Sud,1,,,1,1
10,all,S10DB_T07,BEAUVAIS/A. Sud,1,,,1,1
10,all,S10DB_T08,BEAUVAIS/A. Sud,1,,,1,1
10,all,S10DB_T09,BEAUVAIS/A. Sud,1,,,1,1
10,all,S10DB_T10,BEAUVAIS/A. Sud,1,,,1,1
10,all,S10DB_T11,BEAUVAIS/A. Sud,1,,,1,1
10,all,S10DB_T12,BEAUVAIS/A. Sud,1,,,1,1
10,all,S10DB_T13,BEAUVAIS/A. Sud,1,,,1,1
10,all,S10DB_T14,BEAUVAIS/A. Sud,1,,,1,1
10,all,S10DB_T15,BEAUVAIS/A. Sud,1,,,1,1
10,all,S10DB_T16,BEAUVAIS/A. Sud,1,,,1,1
10,all,S10DB_T17,BEAUVAIS/A. Sud,1,,,1,1
10,all,S10DB_T18,BEAUVAIS/A. Sud,1,,,1,1
10,all,S10DB_T19,BEAUVAIS/A. Sud,1,,,1,1
10,all,S10DB_T20,BEAUVAIS/A. Sud,1,,,1,1
10,all,S10DB_T21,BEAUVAIS/A. Sud,1,,,1,1
10,all,S10DB_T22,BEAUVAIS/A. Sud,1,,,1,1
10,all,S10DB_T23,BEAUVAIS/A. Sud,1,,,1,1
10,all,S10DB_T24,BEAUVAIS/A. Sud,1,,,1,1
10,all,S10DB_T25,BEAUVAIS/A. Sud,1,,,1,1
10,all,S10DB_T26,BEAUVAIS/A. Sud,1,,,1,1
10,all,S10DB_T27,BEAUVAIS/A. Sud,1,,,1,1
10,all,S10DB_T28,BEAUVAIS/A. Sud,1,,,1,1
10,all,S10DB_T29,BEAUVAIS/A. Sud,1,,,1,1
10,all,S10DB_T30,BEAUVAIS/A. Sud,1,,,1,1
10,all,S10DB_T31,BEAUVAIS/A. Sud,1,,,1,1
10,all,S10DB_T32,BEAUVAIS/A. Sud,1,,,1,1
10,all,S10DB_T33,BEAUVAIS/A. Sud,1,,,1,1
10,all,S10DB_T34,BEAUVAIS/A. Sud,1,,,1,1
10,all,S10DB_T35,BEAUVAIS/A. Sud,1,,,1,1
4,all,S4DV_T01,VIGNANCOURT,0,,S4-Longue,1,1
4,all,S4DV_T02,VIGNANCOURT,0,,S4-Longue,1,1
4,all,S4DV_T03,VIGNANCOURT,0,,S4-Longue,1,1
4,all,S4DV_T04,VIGNANCOURT,0,,S4-Longue,1,1
4,all,S4DV_T05,VIGNANCOURT,0,,S4-Longue,1,1
4,all,S4DV_T06,VIGNANCOURT,0,,S4-Longue,1,1
4,all,S4DV_T07,VIGNANCOURT,0,,S4-Longue,1,1
4,all,S4DV_T08,VIGNANCOURT,0,,S4-Longue,1,1
4,all,S4DV_T09,VIGNANCOURT,0,,S4-Longue,1,1
4,all,S4DV_T10,VIGNANCOURT,0,,S4-Longue,1,1
4,all,S4DV_T11,VIGNANCOURT,0,,S4-Longue,1,1
4,all,S4DV_T12,VIGNANCOURT,0,,S4-Longue,1,1
4,all,S4DV_T13,VIGNANCOURT,0,,S4-Longue,1,1
4,all,S4DV_T14,VIGNANCOURT,0,,S4-Longue,1,1
4,all,S4DV_T15,VIGNANCOURT,0,,S4-Longue,1,1
4,all,S4DV_T16,VIGNANCOURT,0,,S4-Longue,1,1
4,all,S4DV_T17,VIGNANCOURT,0,,S4-Longue,1,1
4,all,S4DV_T18,VIGNANCOURT,0,,S4-Longue,1,1
4,all,S4DV_T19,VIGNANCOURT,0,,S4-Longue,1,1
4,all,S4DV_T20,VIGNANCOURT,0,,S4-Longue,1,1
4,all,S4DV_T21,VIGNANCOURT,0,,S4-Longue,1,1
4,all,S4DV_T22,VIGNANCOURT,0,,S4-Longue,1,1
4,all,S4DV_T23,VIGNANCOURT,0,,S4-Longue,1,1
4,all,S4DV_T24,VIGNANCOURT,0,,S4-Longue,1,1
4,all,S4DV_T25,VIGNANCOURT,0,,S4-Longue,1,1
4,all,S4DV_T26,VIGNANCOURT,0,,S4-Longue,1,1
4,all,S4DV_T27,VIGNANCOURT,0,,S4-Longue,1,1
4,all,S4DV_T28,VIGNANCOURT,0,,S4-Longue,1,1
4,all,S4DV_T29,VIGNANCOURT,0,,S4-Longue,1,1
4,all,S4DV_T30,VIGNANCOURT,0,,S4-Longue,1,1
4,all,S4DV_T31,VIGNANCOURT,0,,S4-Longue,1,1
4,all,S4DV_T32,VIGNANCOURT,0,,S4-Longue,1,1
4,all,S4DV_T33,VIGNANCOURT,0,,S4-Longue,1,1
4,all,S4DV_T34,VIGNANCOURT,0,,S4-Longue,1,1
4,all,S4DV_T35,VIGNANCOURT,0,,S4-Longue,1,1
4,all,S4DM_T01,MONTDIDIER,1,,S4-Longue-reverse,1,1
4,all,S4DM_T02,MONTDIDIER,1,,S4-Longue-reverse,1,1
4,all,S4DM_T03,MONTDIDIER,1,,S4-Longue-reverse,1,1
4,all,S4DM_T04,MONTDIDIER,1,,S4-Longue-reverse,1,1
4,all,S4DM_T05,MONTDIDIER,1,,S4-Longue-reverse,1,1
4,all,S4DM_T06,MONTDIDIER,1,,S4-Longue-reverse,1,1
4,all,S4DM_T07,MONTDIDIER,1,,S4-Longue-reverse,1,1
4,all,S4DM_T08,MONTDIDIER,1,,S4-Longue-reverse,1,1
4,all,S4DM_T09,MONTDIDIER,1,,S4-Longue-reverse,1,1
4,all,S4DM_T10,MONTDIDIER,1,,S4-Longue-reverse,1,1
4,all,S4DM_T11,MONTDIDIER,1,,S4-Longue-reverse,1,1
4,all,S4DM_T12,MONTDIDIER,1,,S4-Longue-reverse,1,1
4,all,S4DM_T13,MONTDIDIER,1,,S4-Longue-reverse,1,1
4,all,S4DM_T14,MONTDIDIER,1,,S4-Longue-reverse,1,1
4,all,S4DM_T15,MONTDIDIER,1,,S4-Longue-reverse,1,1
4,all,S4DM_T16,MONTDIDIER,1,,S4-Longue-reverse,1,1
4,all,S4DM_T17,MONTDIDIER,1,,S4-Longue-reverse,1,1
4,all,S4DM_T18,MONTDIDIER,1,,S4-Longue-reverse,1,1
4,all,S4DM_T19,MONTDIDIER,1,,S4-Longue-reverse,1,1
4,all,S4DM_T20,MONTDIDIER,1,,S4-Longue-reverse,1,1
4,all,S4DM_T21,MONTDIDIER,1,,S4-Longue-reverse,1,1
4,all,S4DM_T22,MONTDIDIER,1,,S4-Longue-reverse,1,1
4,all,S4DM_T23,MONTDIDIER,1,,S4-Longue-reverse,1,1
4,all,S4DM_T24,MONTDIDIER,1,,S4-Longue-reverse,1,1
4,all,S4DM_T25,MONTDIDIER,1,,S4-Longue-reverse,1,1
4,all,S4DM_T26,MONTDIDIER,1,,S4-Longue-reverse,1,1
4,all,S4DM_T27,MONTDIDIER,1,,S4-Longue-reverse,1,1
4,all,S4DM_T28,MONTDIDIER,1,,S4-Longue-reverse,1,1
4,all,S4DM_T29,MONTDIDIER,1,,S4-Longue-reverse,1,1
4,all,S4DM_T30,MONTDIDIER,1,,S4-Longue-reverse,1,1
4,all,S4DM_T31,MONTDIDIER,1,,S4-Longue-reverse,1,1
4,all,S4DM_T32,MONTDIDIER,1,,S4-Longue-reverse,1,1
4,all,S4DM_T33,MONTDIDIER,1,,S4-Longue-reverse,1,1
4,all,S4DM_T34,MONTDIDIER,1,,S4-Longue-reverse,1,1
4,all,S4DM_T35,MONTDIDIER,1,,S4-Longue-reverse,1,1
4,sc,S4SCV_T01,VIGNANCOURT,0,,S4-Courte,1,1
4,sc,S4SCV_T02,VIGNANCOURT,0,,S4-Courte,1,1
4,sc,S4SCV_T03,VIGNANCOURT,0,,S4-Courte,1,1
4,sc,S4SCV_T04,VIGNANCOURT,0,,S4-Courte,1,1
4,sc,S4SCV_T05,VIGNANCOURT,0,,S4-Courte,1,1
4,sc,S4SCV_T06,VIGNANCOURT,0,,S4-Courte,1,1
4,sc,S4SCV_T07,VIGNANCOURT,0,,S4-Courte,1,1
4,sc,S4SCV_T08,VIGNANCOURT,0,,S4-Courte,1,1
4,sc,S4SCV_T09,VIGNANCOURT,0,,S4-Courte,1,1
4,sc,S4SCV_T10,VIGNANCOURT,0,,S4-Courte,1,1
4,sc,S4SCV_T11,VIGNANCOURT,0,,S4-Courte,1,1
4,sc,S4SCV_T12,VIGNANCOURT,0,,S4-Courte,1,1
4,sc,S4SCV_T13,VIGNANCOURT,0,,S4-Courte,1,1
4,sc,S4SCV_T14,VIGNANCOURT,0,,S4-Courte,1,1
4,sc,S4SCV_T15,VIGNANCOURT,0,,S4-Courte,1,1
4,sc,S4SCV_T16,VIGNANCOURT,0,,S4-Courte,1,1
4,sc,S4SCV_T17,VIGNANCOURT,0,,S4-Courte,1,1
4,sc,S4SCV_T18,VIGNANCOURT,0,,S4-Courte,1,1
4,sc,S4SCV_T19,VIGNANCOURT,0,,S4-Courte,1,1
4,sc,S4SCV_T20,VIGNANCOURT,0,,S4-Courte,1,1
4,sc,S4SCV_T21,VIGNANCOURT,0,,S4-Courte,1,1
4,sc,S4SCV_T22,VIGNANCOURT,0,,S4-Courte,1,1
4,sc,S4SCV_T23,VIGNANCOURT,0,,S4-Courte,1,1
4,sc,S4SCA_T01,AMIENS,1,,S4-Courte-reverse,1,1
4,sc,S4SCA_T02,AMIENS,1,,S4-Courte-reverse,1,1
4,sc,S4SCA_T03,AMIENS,1,,S4-Courte-reverse,1,1
4,sc,S4SCA_T04,AMIENS,1,,S4-Courte-reverse,1,1
4,sc,S4SCA_T05,AMIENS,1,,S4-Courte-reverse,1,1
4,sc,S4SCA_T06,AMIENS,1,,S4-Courte-reverse,1,1
4,sc,S4SCA_T07,AMIENS,1,,S4-Courte-reverse,1,1
4,sc,S4SCA_T08,AMIENS,1,,S4-Courte-reverse,1,1
4,sc,S4SCA_T09,AMIENS,1,,S4-Courte-reverse,1,1
4,sc,S4SCA_T10,AMIENS,1,,S4-Courte-reverse,1,1
4,sc,S4SCA_T11,AMIENS,1,,S4-Courte-reverse,1,1
4,sc,S4SCA_T12,AMIENS,1,,S4-Courte-reverse,1,1
4,sc,S4SCA_T13,AMIENS,1,,S4-Courte-reverse,1,1
4,sc,S4SCA_T14,AMIENS,1,,S4-Courte-reverse,1,1
